"Ano","ID.IBGE","Localidade","ICE","ICE_normalizado","ICE_normalizado_ano"
2009,"29","Bahia",-0.082,0.682204891882311,0.673034207019103
2009,"31","Minas Gerais",0.173,0.727401630627437,0.729675699689027
2009,"32","Espírito Santo",-0.469,0.613612194257356,0.587072412261217
2009,"33","Rio de Janeiro",1.107,0.892945763913506,0.937139049311417
2009,"35","São Paulo",1.236,0.915809996455158,0.965792980897379
2009,"41","Paraná",0.634,0.809110244594116,0.832074633496224
2009,"42","Santa Catarina",0.828,0.843495214462956,0.8751665926255
2009,"43","Rio Grande do Sul",0.887,0.853952499113789,0.888271879164816
2009,"50","Mato Grosso do Sul",0.567,0.797235023041475,0.817192358951577
2009,"51","Mato Grosso",-0.337,0.637008153137185,0.616392714349178
2009,"52","Goiás",0.058,0.707018787663949,0.704131497112395
2009,"53","Distrito Federal",0.629,0.808224034030486,0.830964015992892
2010,"11","Rondônia",0.297,0.749379652605459,0.854659389529007
2010,"12","Acre",0.522,0.789259127968805,0.900141499898929
2010,"13","Amazonas",1.016,0.876816731655441,1
2010,"14","Roraima",0.346,0.758064516129032,0.864564382454013
2010,"15","Pará",-2.19,0.308578518255938,0.351930462906812
2010,"16","Amapá",-0.492,0.609535625664658,0.695168789165151
2010,"17","Tocantins",-0.182,0.664480680609713,0.757833030119264
2010,"21","Maranhão",-3.931,0,0
2010,"22","Piauí",0.021,0.700460829493088,0.798868000808571
2010,"23","Ceará",0.154,0.724034030485643,0.825752981605013
2010,"24","Rio Grande do Norte",-0.209,0.659695143566111,0.752375176874874
2010,"25","Paraíba",0.227,0.73697270471464,0.840509399636143
2010,"26","Pernambuco",0.422,0.771534916696207,0.879927228623408
2010,"27","Alagoas",0.219,0.735554767812832,0.838892257934101
2010,"28","Sergipe",-0.176,0.665544133286069,0.759045886395795
2010,"29","Bahia",-0.096,0.679723502304147,0.775217303416212
2010,"31","Minas Gerais",-0.251,0.65225097483162,0.743885182939155
2010,"32","Espírito Santo",-0.529,0.602977667493797,0.687689508793208
2010,"33","Rio de Janeiro",0.655,0.812832328961361,0.927026480695371
2010,"35","São Paulo",0.827,0.84331797235023,0.961795027289266
2010,"41","Paraná",0.657,0.813186813186813,0.927430766120881
2010,"42","Santa Catarina",0.645,0.811059907834101,0.925005053567819
2010,"43","Rio Grande do Sul",0.697,0.820276497695853,0.93551647463109
2010,"50","Mato Grosso do Sul",0.519,0.788727401630627,0.899535071760663
2010,"51","Mato Grosso",-0.065,0.685218007798653,0.781483727511623
2010,"52","Goiás",0.214,0.734668557249202,0.837881544370326
2010,"53","Distrito Federal",0.684,0.817972350230415,0.932888619365272
2011,"11","Rondônia",0.474,0.780751506557958,0.819934060360132
2011,"12","Acre",0.703,0.821339950372208,0.878011666243977
2011,"13","Amazonas",1.184,0.906593406593407,1
2011,"14","Roraima",0.63,0.808401276143212,0.859497844281004
2011,"15","Pará",-2.527,0.248847926267281,0.0588384478823231
2011,"16","Amapá",-1.73,0.39010989010989,0.260968805478062
2011,"17","Tocantins",-0.325,0.639135058489897,0.617296474765407
2011,"21","Maranhão",-2.759,0.207727756114853,0
2011,"22","Piauí",-0.669,0.578163771712159,0.530053258939894
2011,"23","Ceará",0.061,0.707550514002127,0.715191478569617
2011,"24","Rio Grande do Norte",-0.132,0.673342786246012,0.666243976667512
2011,"25","Paraíba",0.208,0.733605104572847,0.752472736495055
2011,"26","Pernambuco",0.59,0.801311591634172,0.849353284301293
2011,"27","Alagoas",0.406,0.768699042892591,0.802688308394623
2011,"28","Sergipe",0.302,0.750265863169089,0.776312452447375
2011,"29","Bahia",-0.164,0.667671038638781,0.658128328683743
2011,"31","Minas Gerais",-0.529,0.602977667493797,0.565559218868882
2011,"32","Espírito Santo",-0.949,0.528535980148883,0.459041339081917
2011,"33","Rio de Janeiro",0.608,0.80450194966324,0.853918336292163
2011,"35","São Paulo",1.008,0.875398794753633,0.955363936089272
2011,"41","Paraná",0.767,0.832683445586671,0.894242962211514
2011,"42","Santa Catarina",0.811,0.840482098546615,0.905401978189196
2011,"43","Rio Grande do Sul",0.81,0.840304856433889,0.905148364189703
2011,"50","Mato Grosso do Sul",0.523,0.789436370081531,0.832361146335278
2011,"51","Mato Grosso",-0.153,0.669620701878766,0.660918082678164
2011,"52","Goiás",0.197,0.731655441332861,0.749682982500634
2011,"53","Distrito Federal",0.656,0.813009571074087,0.866091808267817
2012,"11","Rondônia",0.52,0.788904643743353,0.875409120663321
2012,"12","Acre",0.725,0.82523927685218,0.920139646519747
2012,"13","Amazonas",1.091,0.89010989010989,1
2012,"14","Roraima",0.543,0.792981212336051,0.880427667466725
2012,"15","Pará",-2.18,0.310350939383197,0.286275365481126
2012,"16","Amapá",-0.372,0.630804679191776,0.680776783766092
2012,"17","Tocantins",0.05,0.705600850762141,0.772856207724198
2012,"21","Maranhão",-3.492,0.0778092874867068,0
2012,"22","Piauí",-0.996,0.520205600850762,0.544621427012874
2012,"23","Ceará",-0.02,0.693193902871322,0.757582369626882
2012,"24","Rio Grande do Norte",-0.369,0.631336405529954,0.681431376827406
2012,"25","Paraíba",0.003,0.69727047146402,0.762600916430286
2012,"26","Pernambuco",0.343,0.757532789790854,0.836788130045821
2012,"27","Alagoas",0.014,0.699220134704006,0.765001090988435
2012,"28","Sergipe",-0.28,0.647110953562566,0.700850970979707
2012,"29","Bahia",-0.345,0.635590216235378,0.686668121317914
2012,"31","Minas Gerais",0.126,0.719071251329316,0.789439231944141
2012,"32","Espírito Santo",-0.642,0.58294930875576,0.621863408247873
2012,"33","Rio de Janeiro",1.028,0.878943637008153,0.986253545712415
2012,"35","São Paulo",1.042,0.881425026586317,0.989308313331879
2012,"41","Paraná",0.806,0.839595887982985,0.937813659175213
2012,"42","Santa Catarina",0.745,0.8287841191067,0.924503600261837
2012,"43","Rio Grande do Sul",0.746,0.828961361219426,0.924721797948942
2012,"50","Mato Grosso do Sul",0.499,0.785182559376108,0.870826969234126
2012,"51","Mato Grosso",-0.309,0.641970932293513,0.694523238053677
2012,"52","Goiás",0.008,0.69815668202765,0.763691904865808
2012,"53","Distrito Federal",0.716,0.823644097837646,0.918175867335806
2013,"11","Rondônia",0.488,0.783232896136122,0.896172248803828
2013,"12","Acre",0.691,0.819213045019497,0.944736842105263
2013,"13","Amazonas",0.729,0.825948245303084,0.953827751196172
2013,"14","Roraima",0.376,0.763381779510812,0.869377990430622
2013,"15","Pará",-3.258,0.119283941864587,0
2013,"16","Amapá",-1.113,0.499468273661822,0.513157894736842
2013,"17","Tocantins",-0.159,0.66855724920241,0.741387559808612
2013,"21","Maranhão",-2.836,0.194080113434952,0.100956937799043
2013,"22","Piauí",-0.378,0.62974122651542,0.688995215311005
2013,"23","Ceará",0.188,0.730060262318327,0.824401913875598
2013,"24","Rio Grande do Norte",0.051,0.705778092874867,0.791626794258373
2013,"25","Paraíba",0.006,0.697802197802198,0.780861244019139
2013,"26","Pernambuco",0.436,0.774016306274371,0.883732057416268
2013,"27","Alagoas",0.166,0.726160935838355,0.819138755980861
2013,"28","Sergipe",0.102,0.714817440623892,0.803827751196172
2013,"29","Bahia",-0.253,0.651896490606168,0.7188995215311
2013,"31","Minas Gerais",0.298,0.749556894718185,0.850717703349282
2013,"32","Espírito Santo",-0.367,0.631690889755406,0.691626794258373
2013,"33","Rio de Janeiro",0.816,0.841368309110245,0.974641148325359
2013,"35","São Paulo",0.922,0.860155973059199,1
2013,"41","Paraná",0.693,0.819567529244948,0.945215311004785
2013,"42","Santa Catarina",0.723,0.824884792626728,0.952392344497608
2013,"43","Rio Grande do Sul",0.731,0.826302729528536,0.954306220095694
2013,"50","Mato Grosso do Sul",0.581,0.799716412619638,0.918421052631579
2013,"51","Mato Grosso",-0.336,0.637185395249911,0.699043062200957
2013,"52","Goiás",0.005,0.697624955689472,0.780622009569378
2013,"53","Distrito Federal",0.699,0.820630981921304,0.946650717703349
2014,"11","Rondônia",0.384,0.76479971641262,0.881642512077295
2014,"12","Acre",0.687,0.818504076568593,0.954830917874396
2014,"13","Amazonas",0.609,0.804679191775966,0.935990338164251
2014,"14","Roraima",-0.273,0.648351648351648,0.722946859903382
2014,"15","Pará",-3.266,0.117866004962779,0
2014,"16","Amapá",-0.681,0.576036866359447,0.6243961352657
2014,"17","Tocantins",-0.183,0.664303438496987,0.744685990338164
2014,"21","Maranhão",-2.959,0.172279333569656,0.0741545893719807
2014,"22","Piauí",-0.128,0.674051754696916,0.757971014492754
2014,"23","Ceará",0.206,0.733250620347395,0.838647342995169
2014,"24","Rio Grande do Norte",0.108,0.715880893300248,0.814975845410628
2014,"25","Paraíba",0.212,0.73431407302375,0.840096618357488
2014,"26","Pernambuco",0.488,0.783232896136122,0.906763285024155
2014,"27","Alagoas",0.816,0.841368309110245,0.985990338164251
2014,"28","Sergipe",0.414,0.770116979794399,0.888888888888889
2014,"29","Bahia",-0.121,0.675292449485998,0.759661835748792
2014,"31","Minas Gerais",-0.002,0.69638426090039,0.788405797101449
2014,"32","Espírito Santo",-0.378,0.62974122651542,0.697584541062802
2014,"33","Rio de Janeiro",0.857,0.84863523573201,0.995893719806763
2014,"35","São Paulo",0.874,0.851648351648352,1
2014,"41","Paraná",0.581,0.799716412619638,0.929227053140097
2014,"42","Santa Catarina",0.683,0.817795108117689,0.953864734299517
2014,"43","Rio Grande do Sul",0.762,0.831797235023041,0.972946859903382
2014,"50","Mato Grosso do Sul",0.435,0.773839064161645,0.893961352657005
2014,"51","Mato Grosso",-0.518,0.604927330733782,0.663768115942029
2014,"52","Goiás",-0.156,0.669088975540588,0.751207729468599
2014,"53","Distrito Federal",0.55,0.794221907125133,0.921739130434783
2015,"11","Rondônia",0.46,0.778270116979794,0.834485938220378
2015,"12","Acre",0.754,0.830379298121234,0.902259105578608
2015,"13","Amazonas",0.998,0.873626373626374,0.95850622406639
2015,"14","Roraima",0.453,0.777029422190712,0.832872291378515
2015,"15","Pará",-2.363,0.277915632754342,0.183725218994929
2015,"16","Amapá",0.119,0.717830556540234,0.755878284923928
2015,"17","Tocantins",-0.789,0.556894718185041,0.546565237436607
2015,"21","Maranhão",-3.16,0.136653668911733,0
2015,"22","Piauí",-0.566,0.596419709322935,0.597971415398801
2015,"23","Ceará",0.2,0.732187167671039,0.774550484094053
2015,"24","Rio Grande do Norte",-0.32,0.640021269053527,0.654679575841402
2015,"25","Paraíba",-0.226,0.65668202764977,0.676348547717842
2015,"26","Pernambuco",0.398,0.767281105990783,0.820193637621024
2015,"27","Alagoas",0.53,0.790677064870613,0.850622406639004
2015,"28","Sergipe",0.151,0.723502304147465,0.763254956201014
2015,"29","Bahia",-0.712,0.570542360864941,0.564315352697096
2015,"31","Minas Gerais",0.253,0.741580999645516,0.786768095896727
2015,"32","Espírito Santo",-0.83,0.549627791563275,0.53711387736284
2015,"33","Rio de Janeiro",1.062,0.884969868840837,0.973259566620563
2015,"35","São Paulo",1.178,0.905529953917051,1
2015,"41","Paraná",0.715,0.82346685572492,0.893268787459659
2015,"42","Santa Catarina",0.845,0.846508330379298,0.923236514522822
2015,"43","Rio Grande do Sul",0.834,0.844558667139312,0.920700783771323
2015,"50","Mato Grosso do Sul",0.422,0.771534916696207,0.825726141078838
2015,"51","Mato Grosso",-0.574,0.595001772421127,0.59612724757953
2015,"52","Goiás",-0.473,0.612903225806452,0.619409866297833
2015,"53","Distrito Federal",0.643,0.810705423608649,0.876671277086215
2016,"11","Rondônia",0.363,0.761077632045374,0.688569101276134
2016,"12","Acre",0.843,0.846153846153846,0.818897637795276
2016,"13","Amazonas",1.122,0.895604395604396,0.894651099647027
2016,"14","Roraima",0.496,0.78465083303793,0.724680966603313
2016,"15","Pará",-2.173,0.311591634172279,0
2016,"16","Amapá",-0.268,0.649237858915278,0.517241379310345
2016,"17","Tocantins",-0.976,0.523750443105282,0.32500678794461
2016,"21","Maranhão",-1.721,0.391705069124424,0.122726038555525
2016,"22","Piauí",-1.083,0.504785537043602,0.295954385012218
2016,"23","Ceará",0.062,0.707727756114853,0.606842248167255
2016,"24","Rio Grande do Norte",-0.369,0.631336405529954,0.489818083084442
2016,"25","Paraíba",-0.185,0.663948954271535,0.53977735541678
2016,"26","Pernambuco",0.57,0.797766749379653,0.744773282650014
2016,"27","Alagoas",-0.105,0.678128323289614,0.56149877816997
2016,"28","Sergipe",0.048,0.705246366536689,0.603040999185447
2016,"29","Bahia",-1.369,0.45409429280397,0.218300298669563
2016,"31","Minas Gerais",-0.005,0.695852534562212,0.588650556611458
2016,"32","Espírito Santo",-1.489,0.432825239276852,0.185718164539777
2016,"33","Rio de Janeiro",1.117,0.894718185040766,0.893293510724953
2016,"35","São Paulo",1.51,0.964374335342077,1
2016,"41","Paraná",0.954,0.86582772066643,0.849036111865327
2016,"42","Santa Catarina",1.137,0.898263027295285,0.89872386641325
2016,"43","Rio Grande do Sul",1.082,0.888514711095356,0.883790388270432
2016,"50","Mato Grosso do Sul",0.749,0.829493087557604,0.793374966060277
2016,"51","Mato Grosso",-0.927,0.532435306628855,0.338311159380939
2016,"52","Goiás",-0.264,0.649946827366182,0.518327450448004
2016,"53","Distrito Federal",0.881,0.852889046437434,0.829215313603041
2017,"11","Rondônia",0.136,0.720843672456576,0.740021810250818
2017,"12","Acre",0.77,0.833215171924849,0.878298800436205
2017,"13","Amazonas",1.013,0.876285005317263,0.931297709923664
2017,"14","Roraima",0.498,0.785005317263382,0.818974918211559
2017,"15","Pará",-3.257,0.119461183977313,0
2017,"16","Amapá",-0.894,0.538284296348812,0.515376226826609
2017,"17","Tocantins",-1.33,0.461006735200284,0.420283533260633
2017,"21","Maranhão",-1.749,0.386742289968096,0.328898582333697
2017,"22","Piauí",0.19,0.730414746543779,0.751799345692476
2017,"23","Ceará",0.134,0.720489188231124,0.73958560523446
2017,"24","Rio Grande do Norte",-0.216,0.658454448777029,0.663249727371865
2017,"25","Paraíba",-0.384,0.628677773839064,0.626608505997819
2017,"26","Pernambuco",0.748,0.829315845444878,0.87350054525627
2017,"27","Alagoas",-0.038,0.690003544842255,0.702071973827699
2017,"28","Sergipe",0.637,0.809641970932293,0.849291166848419
2017,"29","Bahia",-0.321,0.639844026940801,0.640348964013086
2017,"31","Minas Gerais",0.061,0.707550514002127,0.723664122137405
2017,"32","Espírito Santo",-0.601,0.590216235377526,0.57928026172301
2017,"33","Rio de Janeiro",1.016,0.876816731655441,0.931952017448201
2017,"35","São Paulo",1.328,0.932116270825948,1
2017,"41","Paraná",0.713,0.823112371499468,0.865866957470011
2017,"42","Santa Catarina",0.899,0.856079404466501,0.906434023991276
2017,"43","Rio Grande do Sul",0.862,0.84952144629564,0.898364231188659
2017,"50","Mato Grosso do Sul",0.412,0.769762495568947,0.800218102508179
2017,"51","Mato Grosso",-0.901,0.537043601559731,0.513849509269357
2017,"52","Goiás",-0.265,0.649769585253456,0.652562704471101
2017,"53","Distrito Federal",0.538,0.792095001772421,0.827699018538713
2018,"11","Rondônia",0.193,0.730946472881957,0.643243243243243
2018,"12","Acre",0.782,0.835342077277561,0.781668625146886
2018,"13","Amazonas",0.808,0.839950372208437,0.787779083431257
2018,"14","Roraima",0.542,0.792803970223325,0.725264394829612
2018,"15","Pará",-2.544,0.245834810350939,0
2018,"16","Amapá",-1.663,0.401985111662531,0.207050528789659
2018,"17","Tocantins",-0.014,0.694257355547678,0.594594594594595
2018,"21","Maranhão",-0.992,0.520914569301666,0.364747356051704
2018,"22","Piauí",-1.041,0.512229705778093,0.353231492361927
2018,"23","Ceará",-0.413,0.623537752570011,0.500822561692127
2018,"24","Rio Grande do Norte",-0.919,0.533853243530663,0.381903642773208
2018,"25","Paraíba",-0.485,0.61077632045374,0.483901292596945
2018,"26","Pernambuco",0.038,0.703473945409429,0.606815511163337
2018,"27","Alagoas",-0.422,0.621942573555477,0.498707403055229
2018,"28","Sergipe",0.179,0.728465083303793,0.639952996474736
2018,"29","Bahia",-1.009,0.517901453385324,0.36075205640423
2018,"31","Minas Gerais",0.464,0.778979085430698,0.706933019976498
2018,"32","Espírito Santo",-1.093,0.503013115916342,0.341010575793185
2018,"33","Rio de Janeiro",1.711,1,1
2018,"35","São Paulo",1.55,0.971464019851117,0.962162162162162
2018,"41","Paraná",1.037,0.880538816022687,0.841598119858989
2018,"42","Santa Catarina",1.073,0.886919532080822,0.850058754406581
2018,"43","Rio Grande do Sul",0.931,0.861751152073733,0.81668625146886
2018,"50","Mato Grosso do Sul",0.728,0.825771003190358,0.768977673325499
2018,"51","Mato Grosso",-0.082,0.682204891882311,0.5786133960047
2018,"52","Goiás",0.174,0.727578872740163,0.638777908343126
2018,"53","Distrito Federal",0.468,0.779688053881602,0.707873090481786
2019,"11","Rondônia",-0.426,0.621233605104573,0.568937217890849
2019,"12","Acre",0.927,0.861042183622829,0.846532622076323
2019,"13","Amazonas",0.788,0.836405529953917,0.818013951579811
2019,"14","Roraima",0.549,0.794044665012407,0.768978251949118
2019,"15","Pará",-3.199,0.12974122651542,0
2019,"16","Amapá",-0.126,0.674406238922368,0.630488305293394
2019,"17","Tocantins",-1.025,0.515065579581709,0.446040213377103
2019,"21","Maranhão",-0.179,0.665012406947891,0.619614279852277
2019,"22","Piauí",-1.392,0.450017724211273,0.370742716454657
2019,"23","Ceará",-0.292,0.644984048209855,0.596430036930652
2019,"24","Rio Grande do Norte",-0.859,0.544487770294222,0.480098481739844
2019,"25","Paraíba",-0.55,0.599255583126551,0.543496101764465
2019,"26","Pernambuco",0.277,0.745834810350939,0.713171932704144
2019,"27","Alagoas",0.266,0.743885147110954,0.710915059499384
2019,"28","Sergipe",0.263,0.743353420772776,0.710299548625359
2019,"29","Bahia",-0.699,0.572846508330379,0.512925728354534
2019,"31","Minas Gerais",0.286,0.747429989365473,0.715018465326221
2019,"32","Espírito Santo",-0.448,0.617334278624601,0.56442347148133
2019,"33","Rio de Janeiro",1.675,0.993619283941864,1
2019,"35","São Paulo",1.407,0.946118397731301,0.945014361920394
2019,"41","Paraná",1.015,0.876639489542715,0.864587607714403
2019,"42","Santa Catarina",1.046,0.882133995037221,0.870947886745999
2019,"43","Rio Grande do Sul",0.835,0.844735909252038,0.827656955272877
2019,"50","Mato Grosso do Sul",0.554,0.794930875576037,0.770004103405827
2019,"51","Mato Grosso",-0.737,0.566111308046792,0.505129257283545
2019,"52","Goiás",-0.292,0.644984048209855,0.596430036930652
2019,"53","Distrito Federal",0.337,0.756469337114498,0.725482150184653
2020,"11","Rondônia",-0.683,0.575682382133995,0.532137819867016
2020,"12","Acre",0.78,0.834987593052109,0.826919202095507
2020,"13","Amazonas",0.731,0.826302729528536,0.817046141446706
2020,"14","Roraima",0.351,0.758950726692662,0.740479548660085
2020,"15","Pará",-3.324,0.107585962424672,0
2020,"16","Amapá",-0.012,0.69461183977313,0.667338303445497
2020,"17","Tocantins",-1.133,0.495923431407302,0.441466854724965
2020,"21","Maranhão",-0.493,0.609358383551932,0.570421116260326
2020,"22","Piauí",-0.436,0.619461183977313,0.58190610517832
2020,"23","Ceará",-0.025,0.692307692307692,0.66471892000806
2020,"24","Rio Grande do Norte",-0.376,0.630095710740872,0.59399556719726
2020,"25","Paraíba",-0.337,0.637008153137185,0.601853717509571
2020,"26","Pernambuco",0.36,0.760545905707196,0.742292967962926
2020,"27","Alagoas",0.12,0.71800779865296,0.693935119887165
2020,"28","Sergipe",0.65,0.811946118397731,0.800725367721136
2020,"29","Bahia",-1.013,0.51719248493442,0.465645778762845
2020,"31","Minas Gerais",0.207,0.73342786246012,0.711464839814628
2020,"32","Espírito Santo",-0.41,0.624069478908189,0.587144872053194
2020,"33","Rio de Janeiro",1.639,0.987238567883729,1
2020,"35","São Paulo",1.315,0.92981212336051,0.934716905097723
2020,"41","Paraná",0.993,0.872740163062744,0.869836792262744
2020,"42","Santa Catarina",1.093,0.890464374335342,0.889985895627645
2020,"43","Rio Grande do Sul",0.958,0.866536689117334,0.862784606085029
2020,"50","Mato Grosso do Sul",0.482,0.782169443459766,0.766874874068104
2020,"51","Mato Grosso",-1.019,0.516129032258065,0.464436832560951
2020,"52","Goiás",-0.741,0.565402339595888,0.520451339915374
2020,"53","Distrito Federal",0.325,0.754342431761787,0.735240781785211
2021,"11","Rondônia",-0.626,0.585785182559376,0.522113594040968
2021,"12","Acre",1.005,0.874867068415455,0.901769087523277
2021,"13","Amazonas",0.402,0.767990074441687,0.761405959031657
2021,"14","Roraima",0.443,0.775257001063453,0.770949720670391
2021,"15","Pará",-2.869,0.188231123714995,0
2021,"16","Amapá",-0.173,0.666075859624247,0.62756052141527
2021,"17","Tocantins",-0.92,0.533676001417937,0.453677839851024
2021,"21","Maranhão",-0.712,0.570542360864941,0.502094972067039
2021,"22","Piauí",-1.267,0.472172988302021,0.372905027932961
2021,"23","Ceará",-0.374,0.630450194966324,0.580772811918063
2021,"24","Rio Grande do Norte",-1.183,0.487061325771003,0.392458100558659
2021,"25","Paraíba",-0.727,0.567883729174052,0.498603351955307
2021,"26","Pernambuco",0.332,0.755583126550868,0.745111731843575
2021,"27","Alagoas",0.035,0.702942219071251,0.675977653631285
2021,"28","Sergipe",0.43,0.772952853598015,0.76792364990689
2021,"29","Bahia",-0.583,0.593406593406593,0.532122905027933
2021,"31","Minas Gerais",0.241,0.739454094292804,0.723929236499069
2021,"32","Espírito Santo",-0.923,0.533144275079759,0.452979515828678
2021,"33","Rio de Janeiro",1.427,0.949663239985821,1
