"Ano","ID.IBGE","Localidade","ICE","ICE_normalizado","ICE_normalizado_ano"
2021,"35","São Paulo",1.258,0.919709322935129,0.960661080074488
2021,"41","Paraná",1.016,0.876816731655441,0.904329608938548
2021,"42","Santa Catarina",1.079,0.887982984757178,0.918994413407821
2021,"43","Rio Grande do Sul",1.16,0.902339595887983,0.937849162011173
2021,"50","Mato Grosso do Sul",0.616,0.805919886565048,0.811219739292365
2021,"51","Mato Grosso",-0.797,0.555476781283233,0.482309124767225
2021,"52","Goiás",-0.176,0.665544133286069,0.626862197392924
2021,"53","Distrito Federal",0.483,0.782346685572492,0.780260707635009
2022,"11","Rondônia",-1.059,0.509039347749025,0.220799024092711
2022,"12","Acre",1.277,0.923076923076923,0.933211344922232
2022,"13","Amazonas",0.85,0.847394540942928,0.802988716071973
2022,"14","Roraima",0.393,0.766394895427153,0.663616956389143
2022,"15","Pará",-1.783,0.380716058135413,0
2022,"16","Amapá",-0.01,0.694966323998582,0.540713632204941
2022,"17","Tocantins",-0.93,0.531903580290677,0.260140286672766
2022,"21","Maranhão",-0.999,0.519673874512584,0.239097285757853
2022,"22","Piauí",-1.404,0.447890818858561,0.115584019518146
2022,"23","Ceará",-0.316,0.640730237504431,0.447392497712717
2022,"24","Rio Grande do Norte",-1.164,0.490428925912797,0.188777066178713
2022,"25","Paraíba",-0.589,0.592343140730238,0.364135407136322
2022,"26","Pernambuco",0.214,0.734668557249202,0.60902714242147
2022,"27","Alagoas",-0.048,0.688231123714995,0.529124733150351
2022,"28","Sergipe",0.778,0.834633108826657,0.781030802073803
2022,"29","Bahia",-0.968,0.52516838000709,0.248551387618176
2022,"31","Minas Gerais",-0.12,0.675469691598724,0.507166819152181
2022,"32","Espírito Santo",-1.112,0.499645515774548,0.204635559621836
2022,"33","Rio de Janeiro",0.941,0.863523573200992,0.830741079597438
2022,"35","São Paulo",1.496,0.961892945763913,1
2022,"41","Paraná",1.225,0.913860333215172,0.917352851479109
2022,"42","Santa Catarina",1.247,0.917759659695144,0.924062214089662
2022,"43","Rio Grande do Sul",1.323,0.931230060262318,0.947240012198841
2022,"50","Mato Grosso do Sul",0.915,0.858915278270117,0.822811832875877
2022,"51","Mato Grosso",-1.273,0.471109535625665,0.155535224153705
2022,"52","Goiás",-0.25,0.652428216944346,0.467520585544373
2022,"53","Distrito Federal",0.278,0.746012052463665,0.628545288197621
2023,"11","Rondônia",-0.669,0.578163771712159,0.438918918918919
2023,"12","Acre",1.001,0.874158099964552,0.89027027027027
2023,"13","Amazonas",0.632,0.808755760368663,0.790540540540541
2023,"14","Roraima",0.586,0.800602623183268,0.778108108108108
2023,"15","Pará",-2.293,0.290322580645161,0
2023,"16","Amapá",0.26,0.742821694434598,0.69
2023,"17","Tocantins",-1.229,0.478908188585608,0.287567567567568
2023,"21","Maranhão",-0.563,0.596951435661113,0.467567567567568
2023,"22","Piauí",-1.621,0.409429280397022,0.181621621621622
2023,"23","Ceará",0.017,0.699751861042184,0.624324324324324
2023,"24","Rio Grande do Norte",-0.506,0.607054236086494,0.482972972972973
2023,"25","Paraíba",-0.084,0.681850407656859,0.597027027027027
2023,"26","Pernambuco",0.384,0.76479971641262,0.723513513513513
2023,"27","Alagoas",0.171,0.727047146401985,0.665945945945946
2023,"28","Sergipe",0.37,0.762318326834456,0.71972972972973
2023,"29","Bahia",-1.593,0.41439205955335,0.189189189189189
2023,"31","Minas Gerais",0.131,0.719957461892946,0.655135135135135
2023,"32","Espírito Santo",-0.084,0.681850407656859,0.597027027027027
2023,"33","Rio de Janeiro",1.407,0.946118397731301,1
2023,"35","São Paulo",1.304,0.927862460120525,0.972162162162162
2023,"41","Paraná",0.938,0.862991846862814,0.873243243243243
2023,"42","Santa Catarina",1.211,0.911378943637008,0.947027027027027
2023,"43","Rio Grande do Sul",1.091,0.89010989010989,0.914594594594595
2023,"50","Mato Grosso do Sul",0.65,0.811946118397731,0.795405405405405
2023,"51","Mato Grosso",-1.511,0.428925912796881,0.211351351351351
2023,"52","Goiás",-0.695,0.573555476781283,0.431891891891892
2023,"53","Distrito Federal",0.696,0.820099255583126,0.807837837837838
